Number of elements: 2167 
Elements name, Alias, Datatype, Variable group name, Initial value, type of element, comment 
DEVICE1.FBU_LD.PROG1.X3KY17,’3 ”17,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZGK2,Z√ 2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X3KY06,’3 ”06,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZSD1BSD,Z—ƒ1¡—ƒ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZOPDO,ZŒœƒŒ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZVKLD6,Z¬ Àƒ6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY07,’2 ”07,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZDND5,ZƒÕƒ5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY18,’2 ”18,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X4KY05,’4 ”05,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPK2BXP2,Zœ 2¡’œ2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPK1BXP,Zœ 1¡’œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YMTM1,”Ã“Ã1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X1KY08,’1 ”08,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XISX,’»—’,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZTREVBY,Z“–≈¬¡”,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XVKLT,’¬ À“,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XBLKO,’¡À Œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.HVM5,H¬Ã5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X5KY0E,X5 ”0E,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZMREK2,ZÃ–› 2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZBLSTT,Z¡À—““,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__ATVGK1,__ATVGK1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1._ZGK3,_Z√ 3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__STVGK2,__STVGK2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H62A1,H62A1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__OGK2,__OGK2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__OND5,__OND5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H6256,H6256,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__VDND4,__VDND4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H624F,H624F,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H620B,H620B,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H6245,H6245,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H6234,H6234,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__ONBU,__ONBU,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X061_38,’061_38,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X061_27,’061_27,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X061_16,’061_16,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVYDM3,”¬”ƒÃ3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X065_4,’065_4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X064_5,’064_5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVBYD2P,”¬¡”ƒ2œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X060_37,’060_37,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X060_26,’060_26,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X060_15,’060_15,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVBYP12,”¬¡”œ12,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YGK2M,”√ 2Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X057_1,’057_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPDNS1,”œƒÕ—1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPZV1P,”œ«¬1œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X051_39,’051_39,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVKLD6,”¬ Àƒ6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X050_38,’050_38,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X050_27,’050_27,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPND2,”œÕƒ2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X050_8,’050_8,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_31,’049_31,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_20,’049_20,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YOKY34BSD,”Œ ”34¡—ƒ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YOKY12BSD,”Œ ”12¡—ƒ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YKY56BSD,” ”56¡—ƒ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YKY34BSD,” ”34¡—ƒ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YKY12BSD,” ”12¡—ƒ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YKYBXP2,” ”¡’œ2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YONGDK3,”ŒÕ√ƒ 3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X046_1,’046_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YONGD4,”ŒÕ√ƒ4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X045_2,’045_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YKYD3,” ”ƒ3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X044_3,’044_3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YNGD2R,”Õ√ƒ2–,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YP1PRA1,”œ1œ–¿1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X034_2,’034_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X031_5,’031_5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_32,’028_32,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_10,’028_10,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YMTM2,”Ã“Ã2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XSZA8,’—«¿8,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRWSY1,’–ÿ—”1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X024_1,’024_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X022_3,’022_3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YRASOTM,”–¿—Œ“Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.NK7B,Õ 7¡,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X020_5,’020_5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X017_32,’017_32,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YKOSEP,” Œ—›œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X017_10,’017_10,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X016_31,’016_31,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.Y5,”5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X014_40,’014_40,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X012_2,’012_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVPRD,”¬œ–ƒ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X011_3,’011_3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_34,’008_34,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YBLSTT,”¡À—““,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_23,’008_23,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YMREK2,”Ã–› 2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YMSK1,”Ã— 1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_12,’008_12,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3242,H3242,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3231,H3231,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H323B,H323B,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3253,H3253,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H324C,H324C,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.KYBY20, ”¡”20,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2230,H2230,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H223A,H223A,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2263,H2263,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRKB6,X– B6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X4KY17,’4 ”17,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK38,X– 38,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK05,X– 05,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZDNS12,ZƒÕ—12,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X3KY18,’3 ”18,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZGK3,Z√ 3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X3KY07,’3 ”07,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZKYBXP1,Z ”¡’œ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY08,’2 ”08,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZDND6,ZƒÕƒ6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY19,’2 ”19,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPND1,ZœÕƒ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZVIPD1,Z¬»œƒ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X4KY06,’4 ”06,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZV1PWA1,Z¬1œÿ¿1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZVWR,Z¬ÿ–,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZZRRYBY,Z«––”¡”,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X1KY09,’1 ”09,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZRBLON,Z–¡ÀŒÕ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZRASO,Z–¿—Œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XORK5,’Œ– 5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRKA5,X– A5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK066,X– 066,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZSTSPY,Z—“—œ”,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X5KY05,’5 ”05,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H62B3,H62B3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__ATVGK2,__ATVGK2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__STVGK3,__STVGK3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__SRRU,__SRRU,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H62A2,H62A2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__OGK3,__OGK3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZGK3_,Z√ 3_,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__OND6,__OND6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H6257,H6257,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__VDND5,__VDND5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H6246,H6246,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK06,’– 06,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H6235,H6235,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__OPODG,__OPODG,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X061_39,’061_39,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X061_17,’061_17,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YGK3_TM,”√ 3_“Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X067_3,’067_3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVYDM4,”¬”ƒÃ4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X065_5,’065_5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YTOK1M,”“Œ 1Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X064_6,’064_6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVBYD1P,”¬¡”ƒ1œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X060_27,’060_27,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVBYP24,”¬¡”œ24,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X060_16,’060_16,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YOBY1,”Œ¡”1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X057_40,’057_40,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YGK1M,”√ 1Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPDNS2,”œƒÕ—2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X057_2,’057_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVIPD1,”¬»œƒ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.PNVIPD1,PÕ¬»œƒ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X050_39,’050_39,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPND3,”œÕƒ3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X050_28,’050_28,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X050_9,’050_9,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_32,’049_32,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_10,’049_10,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YONGDK4,”ŒÕ√ƒ 4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_30,’047_30,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_1,’047_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X046_2,’046_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YONGD5,”ŒÕ√ƒ5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YKYD4,” ”ƒ4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X045_3,’045_3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X044_4,’044_4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YOKYD1,”Œ ”ƒ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YNGD1R,”Õ√ƒ1–,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X036_1,’036_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVWR_TM,”¬ÿ–_“Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YP2PRA1,”œ2œ–¿1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YP1PRA2,”œ1œ–¿2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X034_3,’034_3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_33,’028_33,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_22,’028_22,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X4KY18,’4 ”18,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_11,’028_11,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X025_1,’025_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRWSY2,’–ÿ—”2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X022_4,’022_4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X020_6,’020_6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.Y6,”6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X017_33,’017_33,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X017_22,’017_22,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X017_11,’017_11,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X016_32,’016_32,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X016_10,’016_10,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X014_30,’014_30,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X014_1,’014_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X012_3,’012_3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X011_4,’011_4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YSTSPY,”—“—œ”,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_35,’008_35,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_24,’008_24,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YMSK2,”Ã— 2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_13,’008_13,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3243,H3243,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H323C,H323C,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3232,H3232,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H324D,H324D,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H223B,H223B,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRKA6,X– A6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.KYBY21, ”¡”21,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2264,H2264,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2231,H2231,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H224C,H224C,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.KYBY32, ”¡”32,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H420A,H420A,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRKB7,X– B7,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H4200,H4200,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.VKFBY,¬ ‘¡”,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK39,X– 39,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H5212,H5212,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X3KY08,’3 ”08,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X3KY19,’3 ”19,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZKYBXP2,Z ”¡’œ2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZVKLDK1,Z¬ Àƒ 1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY09,’2 ”09,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPND2,ZœÕƒ2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZNPROJ,ZÕœ–Œ∆,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZVIPD2,Z¬»œƒ2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X4KY07,’4 ”07,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZV1PWA2,Z¬1œÿ¿2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZV2PWA1,Z¬2œÿ¿1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YMTM3,”Ã“Ã3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XIRRY,’»––”,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XORK6,’Œ– 6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XVNAH,’¬Õ¿◊,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZMSK1,ZÃ— 1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X5KY06,’5 ”06,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.SSPY,S—œ”,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__ATVGK3,__ATVGK3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZGK2_,Z√ 2_,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H6258,H6258,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__VDNDK1,__VDNDK1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__VDND6,__VDND6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__VPDK1,__VPDK1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H6247,H6247,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H6236,H6236,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZZTREV_,Z«“–≈¬_,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.STEN,S“≈Õ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__STRASO,__STRASO,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK07,’– 07,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X061_18,’061_18,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X067_40,’067_40,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YGK2_TM,”√ 2_“Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X067_4,’067_4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X065_6,’065_6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YSTOPM,”—“ŒœÃ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X064_7,’064_7,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X060_28,’060_28,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVBYP14,”¬¡”œ14,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X060_17,’060_17,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YOBY2,”Œ¡”2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YGK3P,”√ 3œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X057_30,’057_30,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X057_3,’057_3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPOS1,”œŒ—1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X056_40,’056_40,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X056_4,’056_4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVIPD2,”¬»œƒ2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.PNVIPD2,PÕ¬»œƒ2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPND4,”œÕƒ4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X050_29,’050_29,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YNPROJ,”Õœ–Œ∆,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_33,’049_33,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_22,’049_22,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_11,’049_11,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X048_10,’048_10,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X048_1,’048_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_2,’047_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X046_30,’046_30,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X046_3,’046_3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YONGD6,”ŒÕ√ƒ6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YKYD5,” ”ƒ5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X045_4,’045_4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X044_5,’044_5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YOKYD2,”Œ ”ƒ2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X036_2,’036_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X034_40,’034_40,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YP2PRA2,”œ2œ–¿2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X034_4,’034_4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_34,’028_34,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_23,’028_23,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X4KY19,’4 ”19,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_12,’028_12,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YMTM4,”Ã“Ã4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XZAR8,’«¿–8,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XSZA10,’—«¿10,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X024_30,’024_30,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XSZZ1,’—««1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X022_5,’022_5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVBIVKTM,”¬¡»¬ “Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPASOTM,”œ¿—Œ“Ã,BOOL,,,1,0,""
